782,305,906,302,907,332,783,336
788,337,862,336,863,363,788,365
798,285,866,283,866,297,798,299
856,453,904,453,904,467,856,468
655,80,702,83,701,98,654,94
662,135,726,141,725,157,660,151
633,153,664,156,663,170,632,167
870,285,906,286,905,299,869,298
663,154,707,158,705,174,662,170
635,134,663,136,662,153,633,151
